A1BG-AS1
CTC-479C5.10
CTC-479C5.16
CTC-479C5.17
CTC-487M23.5
CTC-497E21.4
CTC-503J8.6
CTC-512J12.4
CTC-523E23.8
CTC-524C5.2
CTC-550B14.6
CTD-2008L17.1
CTD-2012K14.7
CTD-2017D11.1
CTD-2020K17.1
CTD-2037K23.2
CTD-2047H16.4
CTD-2083E4.4
CTD-2086O20.3
CTD-2090I13.1
CTD-2116N17.1
CTD-2162K18.5
CTD-2196E14.9
CTD-2201E18.3
CTD-2245O6.1
CTD-2270L9.5
CTD-2292P10.4
CTD-2313J17.2
CTD-2314B22.3
CTD-2319I12.1
CTD-2337I7.1
CTD-2339L15.1
CTD-2339L15.3
CTD-2353F22.1
CTD-2369P2.2
CTD-2377D24.6
CTD-2516F10.2
CTD-2517M14.5
CTD-2528L19.6
CTD-2538C1.2
CTD-2540L5.5
CTD-2555A7.2
CTD-2555O16.2
CTD-2561J22.5
CTD-2574D22.4
CTD-2619J13.14
CTD-2620I22.1
CTD-2622I13.3
CTD-2630F21.1
CTD-2651B20.6
CTD-2651B20.7
CTD-2653M23.2
CTD-3014M21.4
CTD-3064H18.1
CTD-3064H18.6
CTD-3092A11.2
CTD-3093M3.1
CTD-3099C6.9
CTD-3138B18.5
CTD-3185P2.1
CTD-3185P2.2
CTD-3195I5.1
CTD-3199J23.4
CTD-3252C9.4
CWC15
DANCR
DAPK1-IT1
DCP1A
DGCR5
DGKK
DHRS4-AS1
DLEU2
DLG1-AS1
DLGAP1-AS1
DLX6-AS1
DNAJC3-AS1
DYX1C1-CCPG1
EMG1
EMX2OS
ENTPD1-AS1
EPB41L4A-AS1
EPHA1-AS1
ERI3-IT1
ERVK13-1
ERVK3-1
EXTL3-AS1
FAM201A
FBXL19-AS1
FENDRR
FGD5-AS1
FLG-AS1
FLI1-AS1
FOXD2-AS1
FOXN3-AS1
GABPB1-AS1
GAS5
GNAS-AS1
GS1-124K5.11
GS1-251I9.4
GS1-259H13.2
GS1-358P8.4
H19
H1FX-AS1
HCG11
HCG17
HCG18
HCP5
HLA-F-AS1
HNRNPU-AS1
HOTAIR
HOTAIRM1
HOTTIP
HOXA11-AS
HOXA-AS2
HOXA-AS3
HOXA-AS4
HOXD-AS1
ILF3-AS1
INTS6-AS1
IQCH-AS1
JPX
JRK
KB-1460A1.5
KB-1615E4.2
KB-1732A1.1
KB-318B8.7
KB-431C1.4
KCNH1-IT1
KCNQ1OT1
KDM4A-AS1
KDM5B-AS1
KIAA1984-AS1
KIF9-AS1
KLF7-IT1
KTN1-AS1
LA16c-306E5.2
LA16c-306E5.3
LA16c-313D11.10
LA16c-313D11.11
LBX2-AS1
LEF1-AS1
LEMD1-AS1
LIFR-AS1
LIMD1-AS1
LINC00086
LINC00087
LINC00094
LINC00116
LINC00152
LINC00163
LINC00173
LINC00174
LINC00176
LINC00205
LINC00240
LINC00242
LINC00263
LINC00265
LINC00313
LINC00319
LINC00338
LINC00339
LINC00341
LINC00342
LINC00461
LINC00467
LINC00472
LINC00473
LINC00476
LINC00482
LINC00485
LINC00493
LINC00511
LINC00514
LINC00525
LINC00599
LINC00610
LINC00617
LINC00622
LINC00630
LINC00638
LINC00641
LINC00649
LINC00652
LINC00657
LINC00661
LINC00662
LINC00663
LINC00665
LINC00667
LINC00680
LINC00689
LINC00707
LINC00839
LINC00842
LINC00846
LINC00847
LINC00849
LINC00852
LINC00863
LL22NC03-N27C7.1
LOXL1-AS1
LYPD8
MAFG-AS1
MAGI1-IT1
MAGI2-AS3
MAL2
MALAT1
MAP3K14
MAPKAPK5-AS1
MATN1-AS1
MCF2L-AS1
MCM3AP-AS1
MEG3
MEG8
MFI2-AS1
MIAT
MIR155HG
MIR17HG
MIR3179-1
MIR3179-2
MIR3180-3
MIR3184
MIR4500HG
MIR4720
MIR4732
MIR497HG
MIR600HG
MLLT4-AS1
MMP24-AS1
NAPA-AS1
NEAT1
NEFL
NOP14-AS1
NPPA-AS1
NPSR1-AS1
NR2F2-AS1
NUTM2A-AS1
OIP5-AS1
PCBP1-AS1
PDXDC2P
PIK3R6
PINK1-AS
PITPNA-AS1
PLK1S1
POLDIP2
PPP1R9B
PRIM2
PRKAG2-AS1
PRKCQ-AS1
PRR7-AS1
PSMD6-AS2
PSMG3-AS1
PTCHD3P1
PTOV1-AS1
PTPRG-AS1
PVT1
RAMP2-AS1
RASA3-IT1
RASAL2-AS1
RECQL4
RHPN1-AS1
RN7SL1
RNU11
RNU12
RNU4ATAC
RP1-102H19.6
RP11-1006G14.4
RP11-102F4.3
RP11-103J17.2
RP11-104H15.7
RP11-1055B8.4
RP11-105N13.4
RP11-105N14.1
RP11-106M3.2
RP11-108M21.1
RP11-108M9.3
RP11-108P20.1
RP11-1094M14.11
RP11-109M17.2
RP11-10O17.2
RP11-1103G16.1
RP11-1134I14.8
RP11-113K21.5
RP11-1149O23.3
RP11-115C21.2
RP11-115D19.1
RP11-1186N24.5
RP11-118N24.3
RP11-119F19.2
RP11-119F7.5
RP11-119K6.6
RP11-11N9.4
RP11-120D5.1
RP11-121C2.2
RP11-123K3.4
RP11-124N3.2
RP11-125K10.4
RP11-126O1.5
RP11-132A1.3
RP11-133N21.10
RP11-139H15.1
RP11-13N13.2
RP11-140H17.1
RP11-141O11.2
RP11-142I20.1
RP11-143E21.7
RP11-145M9.4
RP11-148B6.1
RP11-14N7.2
RP11-151N17.2
RP11-153A23.6
RP11-154J22.1
RP11-155D18.12
RP11-156E6.1
RP11-156L14.1
RP11-158H5.7
RP11-158I13.2
RP11-158K1.3
RP11-159D12.2
RP11-159D12.9
RP11-159F24.1
RP11-15A1.3
RP11-15H20.6
RP11-160E2.6
RP11-160O5.1
RP11-161M6.2
RP11-169D4.1
RP11-169K16.9
RP11-16B13.1
RP11-16E12.2
RP11-16E18.3
RP11-170L3.8
RP11-173C20.2
RP11-173M1.8
RP11-174G17.2
RP11-174G6.5
RP11-175K6.1
RP11-175O19.4
RP11-178G16.4
RP11-181E10.1
RP11-181E10.3
RP11-184E9.2
RP11-186B7.4
RP11-18A3.4
RP11-18C24.6
RP11-18F14.1
RP11-18F14.2
RP11-18I14.10
RP11-18I14.7
RP11-193F5.1
RP11-193H5.1
RP11-196G11.4
RP11-196G18.22
RP11-197N18.2
RP11-197P3.5
RP11-199F11.2
RP11-203J24.9
RP11-204M4.2
RP11-206L10.11
RP11-20G6.3
RP11-213H15.3
RP11-214C8.5
RP11-214K3.21
RP11-214O1.2
RP11-216F19.2
RP11-218M22.1
RP11-21A7A.3
RP11-21J18.1
RP11-21N3.1
RP11-220I1.1
RP11-221J22.1
RP11-221J22.2
RP11-226L15.5
RP11-227D2.3
RP11-227G15.3
RP11-228B15.4
RP11-229P13.25
RP11-231E4.4
RP11-234O6.2
RP11-23J9.4
RP11-244H3.1
RP11-244O19.1
RP11-24B19.3
RP11-24B19.4
RP11-252A24.7
RP11-252P19.3
RP11-255C15.3
RP11-256L11.3
RP11-258C19.5
RP11-261C10.5
RP11-264B17.3
RP11-264L1.3
RP11-265M18.2
RP11-267N12.3
RP11-276A18.2
RP11-276H19.1
RP11-276H19.2
RP11-277L2.2
RP11-277P12.20
RP11-278A23.2
RP11-27I1.2
RP11-27M15.1
RP11-280F2.2
RP11-282K24.3
RP11-282O18.3
RP11-282O18.6
RP11-283C24.1
RP11-284M14.1
RP11-284N8.3
RP11-286H14.6
RP11-28F1.2
RP11-290D2.4
RP11-290F20.1
RP11-290F20.3
RP11-293M10.6
RP11-298I3.1
RP11-299M14.2
RP11-29G8.3
RP11-2C24.4
RP11-301L7.1
RP11-303E16.2
RP11-303E16.8
RP11-304M2.2
RP11-305E6.4
RP11-305N23.1
RP11-307E17.8
RP11-30J20.1
RP11-310H4.2
RP11-311C24.1
RP11-315C6.3
RP11-315H15.2
RP11-316M1.11
RP11-31E23.1
RP11-324L3.3
RP11-325D5.3
RP11-325F22.2
RP11-325F22.3
RP11-325K4.2
RP11-325K4.3
RP11-329L6.1
RP11-330L19.4
RP11-331F9.10
RP11-334J6.4
RP11-337C18.8
RP11-33N16.3
RP11-342K6.1
RP11-342K6.2
RP11-343N15.5
RP11-344B2.2
RP11-344E13.3
RP11-347I19.3
RP11-349A22.5
RP11-350F4.2
RP11-355O1.11
RP11-357C3.3
RP11-359B12.1
RP11-35G9.3
RP11-361F15.2
RP11-362F19.1
RP11-363E7.4
RP11-363G2.4
RP11-365O16.6
RP11-367N14.2
RP11-368I7.2
RP11-371I1.2
RP11-372K14.2
RP11-373L24.1
RP11-373L8.2
RP11-378J18.5
RP11-379H18.1
RP11-379K17.11
RP11-379K17.4
RP11-37B2.1
RP11-380L11.4
RP11-382A18.1
RP11-383C5.4
RP11-383J24.5
RP11-384K6.6
RP11-384O8.1
RP11-38J22.6
RP11-38P22.2
RP11-390P2.4
RP11-392M18.5
RP11-392P7.6
RP11-393M11.2
RP11-395B7.7
RP11-395G23.3
RP11-396C23.2
RP11-397D12.6
RP11-398F12.1
RP11-398K22.12
RP11-399K21.11
RP11-399O19.8
RP11-400F19.18
RP11-400F19.6
RP11-400F19.8
RP11-403I13.4
RP11-403I13.8
RP11-405O10.2
RP11-408B11.2
RP11-412D9.4
RP11-413E6.8
RP11-415J8.7
RP11-418J17.1
RP11-418J17.3
RP11-420G6.4
RP11-421L21.3
RP11-425D10.10
RP11-425I13.3
RP11-425M5.5
RP11-426A6.7
RP11-426L16.8
RP11-429D19.1
RP11-429J17.2
RP11-429J17.6
RP11-429J17.7
RP11-435O5.2
RP11-436A20.4
RP11-436H22.1
RP11-438B23.2
RP11-43D2.6
RP11-443N24.2
RP11-445F12.1
RP11-446H18.3
RP11-446J8.1
RP11-449D8.1
RP11-44F14.11
RP11-452F19.3
RP11-452L6.5
RP11-453E17.1
RP11-453F18__B.1
RP11-457M11.2
RP11-457M11.5
RP11-458D21.1
RP11-461A8.4
RP11-461L13.3
RP11-464F9.1
RP11-467L20.9
RP11-469M7.1
RP11-46A10.5
RP11-46C20.1
RP11-473I1.10
RP11-473I1.9
RP11-473M20.14
RP11-473M20.16
RP11-474P12.5
RP11-475D8.1
RP11-477D19.2
RP11-478C19.2
RP11-479I1.4
RP11-480A16.1
RP11-480D4.3
RP11-480I12.7
RP11-488C13.5
RP11-488I20.9
RP11-492E3.1
RP11-492E3.2
RP11-496I9.1
RP11-497H16.9
RP11-498C9.15
RP11-498D10.6
RP11-498E2.8
RP11-498P14.3
RP11-499P20.2
RP11-49C24.1
RP11-49I11.1
RP11-4F5.2
RP11-4O1.2
RP11-502I4.3
RP11-506M13.3
RP11-508N12.4
RP11-509E16.1
RP11-509J21.3
RP11-50E11.3
RP11-510J16.3
RP11-510M2.10
RP11-511P7.2
RP11-517P14.2
RP11-518L10.2
RP11-519M16.1
RP11-51M18.1
RP11-521C20.4
RP11-521L9.2
RP11-529H20.5
RP11-529K1.2
RP11-539I5.1
RP11-53I6.2
RP11-53O19.1
RP11-540D14.6
RP11-540O11.1
RP11-543D5.2
RP11-549J18.1
RP11-54O7.1
RP11-54O7.14
RP11-54O7.2
RP11-54O7.3
RP11-552M11.4
RP11-553L6.5
RP11-566E18.3
RP11-567J24.4
RP11-571M6.18
RP11-571M6.8
RP11-57H14.4
RP11-588K22.2
RP11-58E21.3
RP11-5L12.1
RP11-60I3.5
RP11-611D20.2
RP11-611L7.1
RP11-613D13.8
RP11-615I2.7
RP11-617D20.1
RP11-618G20.1
RP11-618P17.3
RP11-61A14.2
RP11-620J15.3
RP11-622K12.1
RP11-640M9.1
RP11-649G15.2
RP11-64K12.2
RP11-64P12.8
RP11-656D10.3
RP11-657O9.1
RP11-658F2.8
RP11-65F13.2
RP11-65L3.2
RP11-66B24.4
RP11-66D17.5
RP11-66N24.3
RP11-66N24.4
RP11-672A2.1
RP11-672F9.1
RP11-676J12.4
RP11-677M14.3
RP11-677M14.7
RP11-67A1.2
RP11-67L3.4
RP11-686D22.8
RP11-68I3.11
RP11-68L18.1
RP11-690D19.3
RP11-690G19.3
RP11-693J15.5
RP11-696N14.1
RP11-697M17.1
RP11-698N11.4
RP11-69E11.4
RP11-69I8.2
RP11-6N17.9
RP11-701H24.2
RP11-701H24.4
RP11-701H24.5
RP11-705C15.3
RP11-706J10.1
RP11-710F7.3
RP11-715F3.2
RP11-718G2.3
RP11-727A23.5
RP11-730K11.1
RP11-732M18.3
RP11-734I18.1
RP11-738E22.2
RP11-73E17.2
RP11-73K9.2
RP11-73M18.8
RP11-746E8.1
RP11-74E22.3
RP11-752G15.6
RP11-758M4.4
RP11-761E20.1
RP11-767N6.7
RP11-773D16.1
RP11-776H12.1
RP11-77H9.2
RP11-77I22.3
RP1-178F10.3
RP11-78O7.2
RP11-793H13.8
RP11-795F19.1
RP11-796E2.4
RP11-797A18.6
RP11-79N23.1
RP11-807G9.2
RP11-80H5.7
RP11-815I9.4
RP11-819C21.1
RP11-834C11.4
RP11-845C23.2
RP11-845M18.6
RP11-848P1.2
RP11-849F2.8
RP11-849F2.9
RP11-849I19.1
RP11-84C13.1
RP1-184J9.2
RP11-869B15.1
RP11-872J21.3
RP11-877E17.2
RP11-890B15.3
RP11-8L2.1
RP11-902B17.1
RP11-907D1.2
RP11-91G21.2
RP11-923I11.1
RP11-932O9.10
RP1-193H18.2
RP11-94L15.2
RP11-95D17.1
RP11-96D1.10
RP11-96D1.6
RP11-96K19.4
RP11-973H7.2
RP11-977G19.5
RP1-197B17.3
RP11-983P16.4
RP11-98D18.9
RP11-98I9.4
RP11-996F15.2
RP11-9G1.3
RP1-20N2.6
RP1-228H13.5
RP1-239B22.5
RP1-265C24.9
RP1-272J12.1
RP1-27K12.2
RP1-283E3.8
RP1-310O13.12
RP13-25N22.1
RP13-49I15.5
RP13-507I23.1
RP13-638C3.2
RP1-37E16.12
RP13-890H12.2
RP1-39G22.7
RP1-59D14.3
RP1-59M18.2
RP1-5O6.6
RP3-323N1.2
RP3-331H24.5
RP3-341D10.4
RP3-368A4.5
RP3-368A4.6
RP3-410C9.1
RP3-486L4.3
RP3-508I15.9
RP3-510O8.4
RP3-523K23.2
RP4-545L17.7
RP4-564F22.2
RP4-614O4.11
RP4-622L5.2
RP4-639F20.3
RP4-647J21.1
RP4-659J6.2
RP4-665N4.8
RP4-671G15.3
RP4-694B14.5
RP4-697K14.12
RP4-704D21.2
RP4-714D9.2
RP4-714D9.5
RP4-717I23.3
RP4-773N10.4
RP4-773N10.5
RP4-785G19.5
RP4-798A10.2
RP4-798C17.6
RP4-802A10.1
RP4-806M20.3
RP5-1024G6.5
RP5-1024G6.8
RP5-1028K7.2
RP5-1043L13.1
RP5-1061H20.4
RP5-1085F17.3
RP5-1086D14.6
RP5-1120P11.1
RP5-1148A21.3
RP5-1172N10.3
RP5-1172N10.4
RP5-1180C10.2
RP5-1186N24.3
RP5-1198O20.4
RP5-837I24.6
RP5-837J1.2
RP5-842K24.2
RP5-875O13.1
RP5-886K2.3
RP5-890O3.9
RP5-894A10.6
RP5-935K16.1
RP5-955M13.3
RP5-991G20.4
RP5-995J12.2
RP6-201G10.2
RP6-206I17.2
RP6-24A23.7
RP6-65G23.3
RPPH1
RPS10P7
RUSC1-AS1
SBF2-AS1
SCAMP1
SCARNA10
SCARNA2
SCARNA9
SCGB1B2P
SDCBP2-AS1
SEC22B
SEMA3B
SENP3-EIF4A1
SETD5-AS1
SH3BP5-AS1
SIK3-IT1
SLC26A4-AS1
SLC37A4
SLC38A3
SLX1A-SULT1A3
SLX1B-SULT1A4
SNHG1
SNHG10
SNHG11
SNHG12
SNHG14
SNHG15
SNHG16
SNHG3
SNHG5
SNHG6
SNHG7
SNHG8
SNORD3A
SNORD3B-1
SNORD3B-2
SNORD3C
SNORD57
SNORD62A
SOS1-IT1
SPON1
SPPL2B
SPTY2D1-AS1
SRGAP3-AS2
SRRM2-AS1
SSPO
ST8SIA6-AS1
TAPT1-AS1
TBC1D3P1-DHX40P1
TBX5-AS1
TDRG1
TEN1-CDK3
THAP7-AS1
THAP9-AS1
TINCR
TM4SF19-AS1
TMEM161B-AS1
TMPO-AS1
TOB1-AS1
TP53TG1
TP73-AS1
TPT1-AS1
TRAF3IP2-AS1
TSTD3
TTC28-AS1
TTN-AS1
TTTY15
TUG1
U47924.19
U82695.10
UBXN8
UGDH-AS1
UHRF1
USP6NL-IT1
VIM-AS1
VPS11
WAC-AS1
WASIR2
WDR7-UA1
XIST
XXbac-B444P24.8
XXbac-B461K10.4
XXbac-BPG246D15.8
XXbac-BPG254F23.6
XXbac-BPG300A18.13
XXbac-BPG308K3.5
XXbac-BPG32J3.20
YLPM1
Z83851.3
Z84812.4
Z97634.5
ZBED3-AS1
ZFAS1
ZNF252P-AS1
ZNF503-AS2
ZNF518A
ZNF674-AS1
ZNF718
ZNF761
ZNF833P
ZNF883
ZNRD1-AS1
ZRANB2-AS2































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































